claim_id	claim	label	claim_url	reason	categories	speaker	checker	tags	article_title	publish_date	claim_date
11	The Scottish and Welsh governments cannot recommend that legislative consent is given to the bill as it currently stands.	The devolved legislatures cannot block the bill but the need for their consent means that they have a considerable degree of leverage – much more so than if Theresa May had secured a landslide majority in the June election. It is likely the devolved nations will seek to exploit this leverage to the full.	https://theconversation.com/fact-check-can-wales-and-scotland-block-the-brexit-repeal-bill-81041	None	Politics + Society	Nicola Sturgeon, first minister of Scotland and Carwyn Jones, first minister of Wales, in a joint statement published in reaction to the publication of the European Union (Withdrawal) Bill on July 13, formerly known as the “Great Repeal Bill”.	Alan Page	['UK Supreme Court', 'Devolution', 'Wales', 'Brexit', 'Scottish devolution', 'Fact Check UK', 'Welsh devolution', 'Repeal Bill']	Fact Check: can Wales and Scotland block the Brexit repeal bill?	July 19, 2017	None
12	So while Matthew’s report is clear that many workers value the flexibility that zero-hours contracts offer them, and that banning such contracts altogether would harm more people than it would help, it is important that we continue to ensure that employers do not use these contracts to exploit people.	In the absence of evidence that would enable us to more accurately assess the potential positive and negative impacts of a ban on zero-hours contracts, the claim that a ban would hurt many more people than it would help surely amounts to speculation rather than hard fact.	https://theconversation.com/fact-check-would-banning-zero-hours-contracts-harm-more-people-than-it-would-help-80933	None	Business + Economy	Theresa May, speaking at the launch of a report by Matthew Taylor on working practices in the UK on July 11.	Jason Heyes	['Work', 'Employment', 'Future of work', 'Theresa May', 'Labour Force', 'Employment law', 'Zero-hour contracts', 'Fact Check UK']	Fact Check: would banning zero-hours contracts harm more people than it would help?	July 17, 2017	None
14	My understanding is that the cladding in question, this flammable cladding which is banned in Europe and the US, is also banned here.	Hammond’s claim that the type of cladding used on Grenfell Tower is banned in the UK is nearly correct because of the less well-known Approved Document 7. But neither this document, nor Building Regulation B specifically bans the use of PE core ACM panels.	https://theconversation.com/fact-check-is-the-type-of-cladding-used-on-grenfell-tower-actually-banned-in-britain-79803	None	Science + Technology	Philip Hammond, the UK chancellor of the exchequer, speaking about the Grenfell Tower fire on the BBC’s Andrew Marr show on June 18.	Stephen Ledbetter	['Fire', 'Social housing', 'Fact Check UK', 'Grenfell Tower']	Fact Check: is the type of cladding used on Grenfell Tower actually banned in Britain?	June 26, 2017	None
15	We are continuing to act, when necessary, against unfair trading conditions in the steel sector, and against foreign dumping.	In short, Chinese steel may not possess a “natural” cost advantage, but does operate at artificially depressed costs levels. In other words, China is dumping steel.	https://theconversation.com/fact-check-is-china-dumping-steel-76916	None	Business + Economy	European Union Trade Commissioner Cecilia Malmstroem speaks after the EU introduced new duties on steel products from China on Friday, June 9.	Ian Greenwood	['China', 'Commodities', 'UK', 'Trade', 'WTO', 'Europe', 'Steel', 'Protectionism', 'EU', 'Fact check', 'international trade', 'Fact Check UK', 'Commodity prices', 'Steel industry']	Fact Check: is China dumping steel?	June 14, 2017	None
16	We need to get the Muslim community itself to sign up to the Prevent programme. Only one out of eight referrals to Prevent come from within the Muslim community.	The statistics quoted by Nuttall are incorrect, misleading and divisive. By claiming that Muslims are not doing enough he implies that the Muslim population knows more than they are letting on and are able to do something about it. This is not an internal problem for Muslims alone. Placing the responsibility of reporting suspicion on the Muslim population demonises them and makes them the only actors responsible for stopping future attacks.	https://theconversation.com/fact-check-are-only-one-in-eight-counter-terrorism-referrals-to-prevent-made-by-muslims-78781	None	Politics + Society	Paul Nuttall, leader of UKIP, speaking during the BBC Election Debate on May 31.	Sameera M. Khalfey	['Counter-terrorism', 'UKIP', 'Prevent strategy', 'Fact Check UK', 'Paul Nuttall', 'Counter-terrorism strategy', 'Muslim community', 'Channel programme', 'Counter-extremism']	Fact Check: are only one in eight counter-terrorism referrals to Prevent made by Muslims?	June 7, 2017	None
18	In counter-terrorism policing, we have protected those budgets and we’re currently protecting police budgets.	May is correct to say that counter-terrorism budgets have been protected – since November 2015 – but this includes the security service not merely the police service. The police endured successive reductions in budgets after 2010, which she oversaw as home secretary. Remember that between July 2011 and August 2014 the threat level was set at “moderate” and counter-terrorism policing did not have the profile it does currently. May’s agenda during this time was to impose sequential cuts to funding and impose changes to working practices, the fruits of which are now being witnessed in neighbourhoods.	https://theconversation.com/fact-check-have-the-conservatives-protected-police-and-counter-terrorism-budgets-78782	None	Politics + Society	Theresa May, the Conservative prime minister, during the Sky/Channel 4 election interview on May 29.	Peter Williams	['Policing', 'Terrorism', 'Counter-terrorism', 'UK police', 'Theresa May', 'Fact Check UK', 'Conservatives']	Fact Check: have the Conservatives protected police and counter-terrorism budgets?	June 5, 2017	None
19	One million police hours fighting a cannabis market that is out of control. Time to regulate it.	The police spent nearly a million hours fighting cannabis in 2015, on the assumption that cannabis supply caseloads accounted for 84% of all Class B drug offences. A regulated and licensed cannabis market will definitely release police time with regards to enforcing possession of low potency cannabis.	https://theconversation.com/fact-check-do-the-police-spend-over-a-million-hours-a-year-fighting-cannabis-77819	None	Politics + Society	Nick Clegg, former Liberal Democrat leader, commenting on Twitter on May 15 on the party’s election pledge to legalise cannabis.	Andromachi Tseloni	['Policing', 'Police', 'Drugs', 'Cannabis', 'Drug policy', 'Drug legalisation', 'Drug prohibition', 'Fact check', 'Liberal Democrats', 'Fact Check UK']	Fact Check: do the police spend over a million hours a year fighting cannabis?	May 24, 2017	None
20	When people come to look at this decision on June 8, they will have a choice between a Conservative party that has always been a low-tax party … and a Labour party that is about raising taxes, that is about higher taxes for the future.	It is, in the end, broadly fair for Theresa May to say that the Conservative party, both historically, and in recent times, has been inclined to somewhat lower spending, and so levels of tax than Labour, and to a lesser extent the Liberal Democrats. But it is also fair to say the Conservatives tend to overplay the extent of this difference. The exclusive focus on tax is also a bit like looking at only one dimension in isolation of a three-dimensional, interconnected policy challenge. The other dimensions are the need for well-funded public services, which excessive tax cuts can undermine, and economic growth, without which tax receipts fall, and which is arguably left less certain in the context of Brexit.	https://theconversation.com/fact-check-have-the-conservatives-always-been-the-low-tax-party-77742	None	Business + Economy	Theresa May, Conservative prime minister, in an interview with the BBC’s Andrew Marr on April 30. May repeated the claim during her press conference to launch the Conservative party manifesto on May 18.	Jeremy Nutall	['Labour', 'Taxation', 'Theresa May', 'Income tax', 'Fact Check UK', 'VAT', 'Conservatives']	Fact Check: have the Conservatives always been the low-tax party?	May 22, 2017	None
22	The plans will be funded from the £19.4 billion that will be raised by reversing the Conservative Party’s cuts to corporation tax.	While Labour claims that the Treasury will have an additional £19.4 billion to spend by increasing corporation tax to 26% by 2022 makes statistical sense, these headline numbers could only bear fruit if companies don’t change their behaviour and there is no impact on other taxes. History teaches us that these are large assumptions to make, and so there can be no guarantee over future levels of corporation tax receipts.	https://theconversation.com/fact-check-could-labour-raise-19-4-billion-by-reversing-conservative-corporation-tax-cuts-77533	None	Business + Economy	A Labour party press release on May 9, 2017, detailing how the party would fund its plans to increase school spending.	Gavin Midgley	['Tax', 'Labour Party', 'Companies', 'Fact Check UK', 'Corporation tax', 'UK election 2017']	Fact Check: could Labour raise £19.4 billion by reversing Conservative corporation tax cuts?	May 17, 2017	None
23	Since I’ve been health secretary we’ve got 6,500 more doctors, we’ve got 15,000 more nurses.	Jeremy Hunt’s claim about the increase in the number of doctors and nurses is true – but the increase still leaves the NHS short staffed.	https://theconversation.com/fact-check-are-there-6-500-more-doctors-and-15-000-more-nurses-since-jeremy-hunt-became-health-secretary-77336	None	Health + Medicine	Jeremy Hunt, health secretary, speaking on the BBC’s Andrew Marr show on May 7.	Andrew Street	['Doctors', 'Jeremy Hunt', 'NHS', 'nurses', 'Fact Check UK', 'Conservatives', 'UK election 2017']	Fact Check: are there 6,500 more doctors and 15,000 more nurses since Jeremy Hunt became health secretary?	May 11, 2017	None
24	We wanted to see more competition. We wanted to see more people able to switch between energy users [sic], that, over the last three or four years has not happened. This is a market that is not working perfectly and therefore we are intervening to make markets work better.	Fallon’s claim that people aren’t switching enough is wrong on the basis of the most up-to-date figures. Energy markets aren’t perfect, but intervening to cap energy prices and encourage switching are like rearranging the deckchairs on the Titanic.	https://theconversation.com/fact-check-are-fewer-people-switching-gas-or-electricity-company-76716	None	Politics + Society	Michael Fallon, defence secretary and former energy minister, speaking on the BBC Radio 4 Today programme, on April 24	Bridget Woodman	['Electricity', 'Energy', 'Gas', 'Energy prices', 'Ofgem', 'Fact Check UK', 'Big six energy companies', 'Conservatives', 'UK election 2017']	Fact Check: are fewer people switching gas or electricity company?	May 8, 2017	None
25	The level of funding going into schools is at record levels.	Theresa May’s claim is misleading because it omits important information, particularly details on “per pupil spending” which is the key figure here. When you look at the “per pupil” figures, it is clear to see that rather than being at the “highest levels”, school funding per pupil has been constant in the last few years. Research has also shown that “per pupil spending” is projected to fall dramatically in the coming years – which could have a direct impact on school budgets and pupil performance.	https://theconversation.com/fact-check-is-education-spending-at-the-highest-level-on-record-76610	None	Education	Prime Minister Theresa May in an interview with Andrew Marr on the BBC on April 30, 2017.	Sandra McNally	['Education', 'Schools', 'England', 'School funding', 'Students', 'Funding', 'Pupils', 'Fact Check UK', 'School budgets', 'Schools UK', 'Education spending']	Fact Check: is education spending at the highest level on record?	May 4, 2017	None
26	The science now tells us that diesel vehicles cause more than four times the pollution than petrol cars.	For most cars built over the past 20 years that may still be in use, petrol is likely to be less polluting overall than diesel. Petrol cars also require less maintenance to keep them performing at that level. But new, well maintained diesel cars, built to the latest standards have similar emissions to new petrol vehicles.	https://theconversation.com/fact-check-are-diesel-cars-really-more-polluting-than-petrol-cars-76241	None	Environment + Energy	Sadiq Khan, Mayor of London	Paul Nieuwenhuis	['Emissions', 'Carbon emissions', 'Diesel', 'Transport emissions', 'petrol', 'Emissions targets', 'Fact Check UK', 'Vehicle emissions', 'Gasoline']	Fact Check: are diesel cars really more polluting than petrol cars?	May 2, 2017	None
27	I’m angry and fed up with the way in which six million people earn less than the living wage.	Given ONS earnings projections, it would be more accurate for Jeremy Corbyn and others to refer to the number of employee jobs (rather than people) paid below the RLW. The latest available data indicates that 5.4m people with one job were earning less than the RLW in 2014. That said, in April 2016, 6.22m employee jobs were paid below the RLW, continuing a rising trend in recent years. So while Corbyn’s statement is somewhat misleading, it is true in essence.	https://theconversation.com/fact-check-do-six-million-people-earn-less-than-the-living-wage-76626	None	Business + Economy	Jeremy Corbyn, leader of the Labour Party, interviewed on the BBC’s Andrew Marr show on April 23	Tony Dobbins	['Wages', 'Jobs', 'Labour Party', 'Living Wage', 'Fact Check UK', 'Jeremy Corbyn', 'National Living Wage', 'Low wages', 'UK election 2017']	Fact Check: do six million people earn less than the living wage?	April 27, 2017	None
30	The EU has been a disaster for jobs. Only Antarctica has lower economic growth.	Growth in the European Union remains weak – but this is true across developed economies and it is not the worst performing area in the world. British growth is relatively high by developed country standards, but its recovery since the 2008 financial crisis has been weak. Antarctica doesn’t have an economy so it doesn’t even figure.	https://theconversation.com/fact-check-does-only-the-economy-of-antarctica-grow-slower-than-the-eus-61235	None	Business + Economy	A tweet from the Vote Leave campaign on June 16.	Jonathan Perraton	['Antarctica', 'EU referendum', 'Fact Check UK', 'EU Fact Check', 'Vote Leave']	Fact Check: does only the economy of Antarctica grow slower than the EU’s?	June 21, 2016	None
31	President Putin would shed no tears if Britain left the European Union. He would see Brexit as a sign of our weakness and the weakness of European solidarity at the very moment we need to maintain our collective strength.	While there might be some circumstantial reasons for Russian leadership to welcome a Brexit over the short term, neither Putin nor other high ranking Russian officials have ever said anything on this subject to suggest they actually support Brexit. In fact, there are many reasons for Putin to wish that dangers to the EU from a possible Brexit never materialise.	https://theconversation.com/fact-check-does-vladimir-putin-really-want-a-brexit-from-the-european-union-60831	None	Politics + Society	Hilary Benn, Labour’s shadow foreign secretary, speaking in February 2016.	Alexander Titov	['Russia', 'EU referendum', 'Ukraine', 'ukraine, russia, eu,', 'Brexit', 'Fact Check UK', 'EU Fact Check']	Fact Check: does Vladimir Putin really want a Brexit from the European Union?	June 15, 2016	None
32	Independent poll: 89% of businesses back staying in Europe.	It appears misleading for the Remain side to be using the COBCOE survey, though business surveys do generally lean towards the same point of view. Bigger businesses are pro-Remain – unless their sales are primarily either global or UK-focused – while small and medium-sized businesses trading predominantly at home take a different view.	https://theconversation.com/fact-check-do-89-of-businesses-really-support-remain-60897	None	Brexit	Britain Stronger in Europe campaign claim	Brad MacKay	['Scotland', 'EU referendum', 'Polling', 'Brexit', 'CBI', 'indyref', 'Richard Branson', 'Fact Check UK', 'EU Fact Check', 'Remain', 'Leave', 'Britain Stronger in Europe', 'EUref', 'Business attitudes']	Fact Check: do 89% of businesses really support Remain?	June 14, 2016	None
33	If we remain in the EU, if we have uncontrolled migration year after year after year after year, you will find it harder to get a home of your own.	The ability of young people to get on the housing ladder has almost nothing to do with whether or not we are members of the EU. By using the issue of housing in the EU referendum campaign, both sides are missing the point.	https://theconversation.com/fact-check-would-brexit-help-or-hinder-young-people-who-want-to-buy-a-house-60819	None	Business + Economy	Liam Fox MP, former defence secretary, and Vote Leave campaigner speaking on June 2.	Paul Cheshire	['Housing', 'House prices', 'housing market', 'EU referendum', 'Brexit', 'Fact Check UK', 'UK housing', 'EU Fact Check']	Fact Check: would Brexit help or hinder young people who want to buy a house?	June 12, 2016	None
39	Official figures for eastern European net migration could have been underestimated by more than 50,000 a year in each of the last five years.	The veracity of Migration Watch’s headline finding depends on levels of short-term immigration from the EU during the period in question and the extent of sampling errors through the IPS. If the former have risen recently, then the under-estimation could be less significant than Migration Watch suggests.	https://theconversation.com/fact-check-has-eastern-european-migration-to-the-uk-been-underestimated-58608	None	Politics + Society	Migration Watch, in a recent analysis.	Alex Balch	['Immigration', 'Migration', 'European Union', 'Europe', 'EU referendum', 'Eastern Europe', 'Fact Check UK', 'EU Fact Check']	Fact Check: has eastern European migration to the UK been underestimated?	May 10, 2016	None
40	The UK has never been on the winning side when we have challenged the commission in a vote in the council.	We can conclude that the UK is clearly an assertive actor in the EU arena, and that UK government ministers have sometimes been outvoted when negotiating EU laws in the EU Council. Nevertheless, in terms of the total volume of legislation passed, the proportion of times the UK government has been on the “losing side” is tiny.	https://theconversation.com/fact-check-does-britain-get-its-way-at-the-european-top-table-58610	None	Politics + Society	Chris Grayling, leader of the House of Commons and Vote Leave campaigner, in a speech on March 10.	Sara Hagemann	['European Union', 'Chris Grayling', 'Alan Johnson', 'Fact Check UK', 'EU Fact Check']	Fact Check: does Britain get its way at the European top table?	May 9, 2016	None
46	when immigration is too high, when the pace of change is too fast, it’s impossible to build a cohesive society. It’s difficult for schools and hospitals and core infrastructure like housing and transport to cope.	It is true that the labour market impacts of immigration on British-born workers are plausibly close to zero – but that contradicts claims made elsewhere in the home secretary’s speech. Fiscal effects, on the other hand, at least in the short term, are not close to zero but positive.   A full assessment of economic arguments for immigration would have to go beyond these effects.	https://theconversation.com/fact-check-is-there-zero-economic-benefit-from-high-immigration-48704	None	Business + Economy	Theresa May, home secretary, speaking at the Conservative Party Conference on October 6, 2015	Ian Preston	['Immigration', 'Conservative Party', 'Theresa May', 'UK migration', 'Fact Check UK']	Fact Check: is there zero economic benefit from high immigration?	October 7, 2015	None
47	Those with the broadest shoulders are bearing the greatest burden.	The chancellor’s claim about the broadest shoulders appears to rest on the slim foundations of selective and misleading statistics. A budget briefing by the Institute of Fiscal Studies has presented a more representative picture:	https://theconversation.com/fact-check-are-those-with-the-broadest-shoulders-bearing-the-greatest-burden-44487	None	Business + Economy	George Osborne, chancellor of the exchequer, in his budget speech on July 8.	Michael Barrow	['Tax', 'Welfare', 'George Osborne', 'Benefits', 'redistribution', 'child poverty', 'Income distribution', 'Fact Check UK', 'July Budget 2015']	Fact Check: are those with the broadest shoulders bearing the greatest burden?	July 10, 2015	None
48	There’s a deliberate target, for no matter what your behaviour, you will get sanctioned by the job centre. You don’t then find out about it until you go to the hole in the wall in the bank … to get your money out. You go there, you get no money, you go to a high street money lender that you can’t afford, or you go to a food bank because you can’t feed your kids. It’s utterly unacceptable.	Jim Murphy was arguably somewhat disingenuous in implying that there is a target for the number of sanctions made by job centres. However, there is some evidence that the publication of statistics on sanctions, together with a pressure to reduce welfare spending, creates the sense among advisers that there is an implicit target. Furthermore, the JCP performance framework may create perverse incentives for benefit off-flow, partly induced by sanctions, to be perceived as a positive outcome.	https://theconversation.com/fact-check-do-job-centres-have-a-target-for-benefit-sanctions-41212	None	Politics + Society	Jim Murphy, Labour leader in Scotland, BBC Scottish Leaders Debate.	David Eiser	['Unemployment', 'Labour', 'Election factcheck', 'joblessness', 'Welfare reform', 'Benefits', 'Jim Murphy', 'Scottish Labour', 'Fact Check UK', 'Ruth Davidson']	Fact Check: do job centres have a target for ‘benefit sanctions’?	May 6, 2015	None
49	We would be substantially better off not being in the EU because the opportunity cost of us not being able to make our own trade deals with the emerging economies of the world is holding back British business. In terms of trade, the EU is now a millstone around our neck.	The economic concept of opportunity cost puts a value on one thing by comparing it with the next best alternative. Nigel Farage claims that EU membership harms UK trade. Yet our trade with non-EU countries continues to grow strongly, and the World Bank and World Economic Forum rate our and other EU countries’ economies very favourably. Despite this, we are under-performing on exports to fast-growing emerging countries – when compared with other EU countries. Farage favours the UK taking on board the entire costs of trade negotiations, for uncertain outcomes – but outcomes which are arguably likely to be less beneficial than doing so collectively in the EU.	https://theconversation.com/fact-check-would-the-uk-be-better-off-leaving-the-eu-41225	None	Business + Economy	Jim Rollo	Robert Ackrill	['Trade', 'European Union', 'UKIP', 'Nigel Farage', 'Election factcheck', 'Brexit', 'Fact Check UK', 'EU Fact Check']	Fact Check: would the UK be better off leaving the EU?	May 6, 2015	None
50	No I don’t [accept that Labour overspent when it was last in power] … There was a global financial crisis which caused the deficit to rise. President Obama isn’t dealing with a high deficit because we built more schools and hospitals. He’s dealing with a high deficit because there was that global financial crisis.	If we knew that the financial crisis was about to happen then one could argue that Labour would have delayed some of the pre-crisis spending to help in buffering the impact of the recession. But this is easy to say with the benefit of hindsight. So on this basis, it is unfair to say that Labour “overspent”.	https://theconversation.com/fact-check-did-labour-overspend-and-leave-a-deficit-that-was-out-of-control-41118	None	None	Ed Miliband, Labour leader, in BBC Question Time Election Leaders Special.	David Chivers	['Global financial crisis', 'Labour', 'structural deficit', 'Election factcheck', 'Ed Miliband', 'michael gove', 'UK General Election 2015', 'Fact Check UK']	Fact Check: did Labour overspend and leave a deficit that was out of control?	May 5, 2015	None
51	We’ve got to also help those people who are sleeping rough and their numbers are down under this government.	David Cameron’s claim that rough sleeper numbers “are down” under the coalition government is indefensible. Existing evidence indicates consistently that rough sleeper numbers in England have risen significantly since the coalition government came into power.	https://theconversation.com/fact-check-has-the-number-of-rough-sleepers-gone-down-41048	None	None	David Cameron, prime minister, in answer to question from a member of the audience on BBC Newsbeat.	Sarah Johnsen	['David Cameron', 'Homeless', 'Election factcheck', 'Homelessness', 'Conservative', 'Fact Check UK']	Fact Check: has the number of rough sleepers gone down?	May 4, 2015	None
52	In the last 12 months, reports of violent crime have gone up very substantially. It is a very significant increase in violent crime reported in the last 12 months.	Although the data is reasonably clear, the verdict is complicated. There is some evidence, albeit limited, of increased reports of violent crime, certainly domestic violence, over the past year. However, there is little evidence to support the claim more generally of reports of violent crime going up very substantially. Much more likely is that they are being recorded more accurately by the police.	https://theconversation.com/fact-check-has-violent-crime-gone-up-40915	None	None	Yvette Cooper, Labour shadow home secretary, speaking on the Daily Politics Home Affairs debate.	Tim Newburn	['Crime', 'Labour', 'Liberal Democrats', 'Election factcheck', 'crime statistics', 'Fact Check UK', 'Yvette Cooper']	Fact Check: has violent crime gone up?	April 30, 2015	None
53	What I know is that there are about 12 times more people from advantaged, privileged backgrounds going to university than disadvantaged backgrounds and that isn’t good enough for me.	Our analysis suggests that, among state school students in England, those from the 20% most advantaged backgrounds are around three times more likely to go to university than state school students from the 20% least advantaged backgrounds – a lot less than the 12 times that Ed Miliband suggested. But they are also around nine times more likely to go to a Russell Group institution and around 50% more likely to receive a first or 2:1.	https://theconversation.com/fact-check-are-disadvantaged-young-people-12-times-less-likely-to-go-to-university-40659	None	Education	Ed Miliband, Labour party leader, in an interview with Evan Davis on the BBC.	Claire Crawford	['Labour', 'education equity', 'Election factcheck', 'Ed Miliband', 'Free school meals', 'disadvantaged students', 'Education attainment', 'Fact Check UK']	Fact Check: are disadvantaged young people 12 times less likely to go to university?	April 28, 2015	None
54	Even A&E where the pressure is at its greatest, we are seeing and treating people faster than any country anywhere in the world that measures A&E performance.	Regrettably Jeremy Hunt is not comparing like with like in his comparisons so his assertion of international excellence on A&E waiting times is dubious.	https://theconversation.com/fact-check-are-aande-waiting-times-in-england-the-shortest-in-the-world-40774	None	Health + Medicine	Jeremy Hunt, health minister, speaking at the Health Debate election hustings, echoing comments he made in January on the NHS in England.	Peter Bradshaw	['Jeremy Hunt', 'NHS', 'Conservative Party', 'Accident and Emergency', 'emergency department hospital', 'Election factcheck', 'Fact Check UK']	Fact Check: are A&E waiting times in England the shortest in the world?	April 27, 2015	None
