claim_id	claim	label	claim_url	reason	categories	speaker	checker	tags	article_title	publish_date	claim_date
14	"We'll have more women in the executive of the Labor opposition than either side of politics has ever had in Australia's history."	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/18/bill-shorten/Shortern-female-friendly-team-history/index.html	None	["Women's Rights", 'gender equity']	Bill Shorten	Michael Koziol, Peter Fray	None	Has Bill Shorten delivered the most female friendly Labor team in history?	Friday, October 18, 2013 at 5:42 p.m.	None
15	''When [the carbon tax repeal] bill is passed, Australian households will be better off to the tune of $550 a year."	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/17/tony-abbott/Carbon-tax-repeal-bill-mean-household-better-off/index.html	None	['Carbon Tax', 'Cost of living']	Tony Abbott	Michael Koziol, Peter Fray	None	'When [the carbon tax repeal] bill is passed, Australian households will be better off to the tune of $550 a year."	Thursday, October 17, 2013 at 4:34 p.m.	None
16	"On average, households will be around $550 better off in 2014-15 than they would have been with the carbon tax in place."	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/17/tony-abbott/abbott-households-better-off-without-carbon-tax/index.html	None	['Carbon Tax', 'Cost of living']	Tony Abbott	Michael Koziol, Flynn Murphy, Peter Fray	None	Abbott says households will be $550 better off in 2014/15 without the carbon tax	Thursday, October 17, 2013 at 3:16 p.m.	None
17	"The Business Council, the Minerals Council, the Australian Industry Group, the Australian Chamber of Commerce and Industry, have all called for the [carbon] tax to be repealed."	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/15/greg-hunt/hunt-counts-support-business-groups/index.html	None	['Carbon Tax', 'Climate change', 'Economy', 'Environment']	Greg Hunt	Michael Koziol, Peter Fray	None	Hunt counts support from business groups	Tuesday, October 15, 2013 at 1:02 p.m.	None
18	The ACT's Marriage Equality Bill would undermine the "well-established position" of "nationally consistent marriage laws".	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/11/george-brandis/ACT-same-sex-marriage-equality-brandis/index.html	None	['Federal-State relations', 'LGBTI', 'Same-sex marriage']	George Brandis	Jonathan Pearlman, Peter Fray	None	ACT Bill would undermine 'well-established position' of 'nationally consistent marriage laws': Brandis	Friday, October 11, 2013 at 5:34 p.m.	None
19	Says Bill Shorten's proposed Labor Party quotas for LGBTI and indigenous Australians would constitute "law-breaking discrimination".	False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/10/cory-bernardi/are-shortens-quotas-law-breaking-discrimination/index.html	None	['Indigenous Affairs', 'Industrial relations', 'LGBTI', 'Labor hopefuls', "Women's Rights", 'Workers rights']	Cory  Bernardi	Flynn Murphy, Jack Fisher, Michael Koziol, Peter Fray	None	Are Shorten's quotas 'law-breaking discrimination'?	Thursday, October 10, 2013 at 12:14 p.m.	None
20	On towing boats back to Indonesia.	Half Flip	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/08/liberal-party-australia/will-boats-be-turned-or-towed-back/index.html	None	['Asylum Seekers', 'Border Protection']	Liberal Party of Australia	Flynn Murphy, Chris Pash, Michael Koziol, Peter Fray	None	Will the boats be turned or towed back?	Tuesday, October 8, 2013 at 3:00 p.m.	None
21	Australia’s emissions abatement task has decreased from 750 million tonnes over eight years to about 440 million tonnes before 2020.	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/04/greg-hunt/challenge-accepted-australia-abatement-task-decrea/index.html	None	['Carbon Tax', 'Environment']	Greg Hunt	Michael Koziol, Peter Fray	None	Challenge accepted: has Australia's emissions abatement task significantly decreased?	Friday, October 4, 2013 at 1:09 p.m.	None
22	On buying Indonesian fishing boats to deny people smugglers their main tool.	Half Flip	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/04/tony-abbott/rough-seas-buying-back-boats-people-smugglers/index.html	None	['Asylum Seekers', 'Border Protection']	Tony Abbott	Chris Pash, Michael Koziol, Flynn Murphy	None	Rough seas for buying back the boats from people smugglers	Friday, October 4, 2013 at 12:48 p.m.	None
23	"It's unlikely that we would ever see [same-sex marriage] achieved in our national parliament with a conscience vote."	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/03/paul-howes/howes-says-conscience-vote-wont-deliver-gay-marria/index.html	None	['Same-sex marriage']	Paul Howes	Jonathan Pearlman, Peter Fray	None	Howes says a conscience vote won't deliver gay marriage	Thursday, October 3, 2013 at 7:30 p.m.	None
24	"While tens of thousands of Indonesian students are studying in Australian universities and colleges, only a few hundred Australians are returning the compliment by studying in Indonesia."	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/01/tony-abbott/student-exchange-rate-hundreds-tens-thousands/index.html	None	['Education', 'Foreign Affairs']	Tony Abbott	Flynn Murphy, Peter Fray	None	Our student exchange rate: hundreds for tens of thousands?	Tuesday, October 1, 2013 at 7:16 p.m.	None
25	"On present trends, Indonesia will be the number four economy in the world by mid-century."	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/01/tony-abbott/indonesia-climbs-economic-ladder/index.html	None	['Economy', 'Foreign Affairs']	Tony Abbott	Michael Koziol, Peter Fray	None	Northern neighbour climbs the economic ladder	Tuesday, October 1, 2013 at 7:13 p.m.	None
26	"There are more billionaires in Indonesia today than in Japan."	True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/01/tony-abbott/rising-rich-more-billionaires-indonesia-japan/index.html	None	['Foreign Affairs']	Tony Abbott	Michael Koziol, Peter Fray	None	The rising rich: more billionaires in Indonesia than Japan	Tuesday, October 1, 2013 at 7:12 p.m.	None
27	"The electorates represented by crossbenchers in the last parliament received 3.9% of federal health funding despite only representing 2.1% of all lower house seats."	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/30/cathy-mcgowan/independents-last-parliament-3-9-health-funding/index.html	None	['Health']	Cathy McGowan	Flynn Murphy, Peter Fray	None	Did independents in the last parliament score 3.9 per cent of federal health funding?	Monday, September 30, 2013 at 11:35 a.m.	None
28	Says Indonesia's release of boat talk details are an "unprecedented step by an Indonesian foreign minister".	True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/27/chris-bowen/who-needs-wikileaks-indonesia-tells-all-behind-sce/index.html	None	['Asylum Seekers', 'Border Protection', 'Foreign Affairs']	Chris Bowen	Jonathan Pearlman, Peter Fray	None	Who needs WikiLeaks? Indonesia tells all on the "behind the scenes" boats talks	Friday, September 27, 2013 at 4:56 p.m.	None
29	"If people are fit to get on a boat, they'll be quickly deemed fit to fly."	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/26/scott-morrison/whos-fit-fly-morrison-moves-speed-asylum-seeker-tr/index.html	None	['Asylum Seekers', 'Health']	Scott Morrison	Michael Koziol, Peter Fray	None	Who's fit to fly? Morrison moves to speed up asylum seeker transfers	Thursday, September 26, 2013 at 5:52 p.m.	None
30	On reinstating the cap on Commonwealth-supported university places.	Half Flip	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/25/christopher-pyne/teacher-s-not-what-you-said-yesterday/index.html	None	['Education']	Christopher Pyne	Michael Koziol, Peter Fray	None	But teacher! That's not what you said yesterday!	Wednesday, September 25, 2013 at 12:35 p.m.	None
31	"Emissions go up, not down, under the carbon tax."	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/25/greg-hunt/hunt-says-emissions-go-under-carbon-tax/index.html	None	['Carbon Tax', 'Environment']	Greg Hunt	Michael Koziol, Peter Fray	None	Hunt says emissions go up under the carbon tax	Wednesday, September 25, 2013 at 8:24 a.m.	None
32	"We've just seen one of the earliest ever starts to the bushfire season in Sydney following the hottest twelve months on record."	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/23/Tim-Flannery/sacked-flannery-commissions-bushfires-his-defence/index.html	None	['Climate change', 'Environment']	Tim Flannery	Jonathan Pearlman, Peter Fray	None	Sacked Flannery commissions the bushfires in his defence	Monday, September 23, 2013 at 7:12 a.m.	None
33	"All states are saying actually GST needs to go up."	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/21/colin-barnett/how-do-you-increase-gst-without-increasing-gst/index.html	None	['Federal-State relations', 'Tax']	Colin Barnett	Michael Koziol, Peter Fray	None	How do you increase the GST without increasing the GST?	Saturday, September 21, 2013 at 8:29 a.m.	None
34	"All our divisional returning officers are ex-military officers in the Australian armed forces."	Pants on Fire!	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/20/clive-palmer/palmer-says-all-electoral-division-returning-offic/index.html	None	['Election']	Clive Palmer	Chris Pash, Peter Fray	None	Palmer says all electoral division returning officers are ex-military	Friday, September 20, 2013 at 5:19 p.m.	None
35	Says the Foreign Investment Review Board "has never said no to any agriculture purchase or any aggregate business purchases in its history".	True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/18/barnaby-joyce/giving-green-light-agriculture-foreign-investment-/index.html	None	['Agriculture']	Barnaby Joyce	Michael Koziol, Jack Fisher, Peter Fray	None	Giving the green light to agriculture: the Foreign Investment Review Board	Wednesday, September 18, 2013 at 3:45 p.m.	None
36	"The cabinet of Afghanistan now has more women in it than the cabinet of Australia."	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/17/chris-bowen/liberal-coalition-abbott-women-cabinet-afghanistan/index.html	None	['Politics', "Women's Rights"]	Chris Bowen	Jack Fisher, Flynn Murphy, Peter Fray	None	Are there fewer women in the first Abbott cabinet than in Hamid Karzai's?	Tuesday, September 17, 2013 at 4:59 p.m.	None
37	Academic studies suggest John Howard's 1996 gun reforms made "no difference" to the number of gun deaths in Australia.	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/13/david-leyonhjelm/did-howards-firearms-reforms-have-impact-gun-death/index.html	None	['Guns']	David Leyonhjelm	Flynn Murphy, Peter Fray	None	Did Howard's firearm reforms have no impact on Australian gun deaths?	Friday, September 13, 2013 at 1:04 p.m.	None
38	"There’s no doubt that the election was a referendum on the carbon tax."	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/12/julie-bishop/referendum-carbon-tax-myths-mandates/index.html	None	['Carbon Tax', 'Election']	Julie Bishop	Peter Fray, Michael Koziol	None	A referendum on the carbon tax? The myth of mandates	Thursday, September 12, 2013 at 12:17 p.m.	None
39	"Happy the country which is more interested in sport than in politics."	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/12/tony-abbott/does-sport-make-us-happier-politics/index.html	None	['Political stability']	Tony Abbott	Chris Pash, Peter Fray	None	Does sport make us happier than politics?	Thursday, September 12, 2013 at 10:01 a.m.	None
40	"Deterrents and punishments do not work to stop boats."	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/10/australian-greens/deterrents-do-not-stop-boats-greens/index.html	None	['Asylum Seekers', 'Border Protection']	Australian Greens	Flynn Murphy, Jack Fisher, Peter Fray	None	Deterrents do not stop boats: The Greens	Tuesday, September 10, 2013 at 8:59 a.m.	None
41	"We’ll end Labor’s big waste – like the $11.5 billion in border protection cost blowouts."	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/30/tony-abbott/blowing-boats-budget-out-water/index.html	None	['Asylum Seekers', 'Border Protection', 'Immigration', 'Refugees']	Tony Abbott	Jonathan Pearlman, Peter Fray	None	Blowing the boats budget out of the water	Friday, August 30, 2013 at 1:40 p.m.	None
42	The fine print of the Coalition's Direct Action plan contains "a great, big new carbon tax".	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/30/mark-butler/does-coalition-plan-introduce-carbon-tax-after-all/index.html	None	['Carbon Tax', 'Climate change', 'Direct Action', 'Environment']	Mark Butler	Michael Koziol, Peter Fray	None	Does the Coalition plan to introduce a carbon tax after all?	Friday, August 30, 2013 at 12:28 p.m.	None
43	"The public service is 20,000 larger in Canberra than what it was when we were last in government."	False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/30/joe-hockey/public-service-growth-numbers-dont-add/index.html	None	['Budget', 'Public Service']	Joe Hockey	Peter Martin, Peter Fray	None	Public service growth: the numbers don't add up	Friday, August 30, 2013 at 8:34 a.m.	None
45	Says the Coalition’s paid parental scheme doesn’t pay more to low-paid women than the government’s.	False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/29/bill-shorten/which-paid-parental-scheme-better-lower-paid-women/index.html	None	['Parental Leave']	Bill Shorten	Chris Pash, Alix Piatek, Peter Fray	None	Which paid parental scheme is better for lower paid women?	Thursday, August 29, 2013 at 6:04 p.m.	None
46	The Coalition’s Direct Action climate plan has been endorsed by four independent analysts. . . and three Nobel economic laureates support "direct investment in technology" rather than a carbon tax.	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/29/greg-hunt/name-expert-Hunt-counts-cheer-squad-direct-action/index.html	None	['Carbon Tax', 'Climate change', 'Direct Action', 'Environment']	Greg Hunt	Michael Koziol, Alexia Attwood, Peter Fray	None	Name an expert: Hunt counts the cheer squad for Direct Action	Thursday, August 29, 2013 at 1:24 p.m.	None
47	The Australian Building and Construction Commission led to "$6 billion a year in productivity savings and cost reductions".	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/29/tony-abbott/bricks-and-rorts-reform-case-built-sandy-soil/index.html	None	['Industrial relations', 'Productivity']	Tony Abbott	Peter Martin, Peter Fray	None	Bricks and rorts: reform case built on sandy soil	Thursday, August 29, 2013 at 8:28 a.m.	None
48	"Labor have a record of treating the defence portfolio as their own political plaything and have ripped $30 billion out of the defence budget since 2009."	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/28/david-johnston/johnston-takes-potshot-labors-military-cuts/index.html	None	['Budget', 'Defence']	David Johnston	Jonathan Pearlman, Peter Fray	None	Johnston takes a (pot)shot at Labor's military cuts	Wednesday, August 28, 2013 at 5:34 p.m.	None
49	"Since we were elected we've trebled the amount of wind power in Australia."	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/28/mark-butler/youve-got-wind-power-it-thanks-labor/index.html	None	['Carbon Tax', 'Environment']	Mark Butler	Michael Koziol, Peter Fray	None	You've got the (wind) power! But is it thanks to Labor?	Wednesday, August 28, 2013 at 4:18 p.m.	None
50	"Our opponents are outspending us in this campaign in ads 10 to one on negative ads."	False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/28/kevin-rudd/whos-outspending-who-election-advertising/index.html	None	['Advertising']	Kevin Rudd	Chris Pash, Peter Fray	None	Who's outspending who in election advertising?	Wednesday, August 28, 2013 at 10:30 a.m.	None
51	"When Abbott was Health Minister there was a shortage of GPs because he put a cap on GP training places."	False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/27/tanya-plibersek/did-abbott-create-gp-shortage/index.html	None	['Health', 'Workforce Planning']	Tanya Plibersek	Flynn Murphy, Peter Fray	None	Did Tony Abbott create a GP shortage?	Tuesday, August 27, 2013 at 10:27 a.m.	None
52	The Liberal Party has "confirmed" it will "cut 20,000 jobs".	False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/27/kate-lundy/has-liberal-party-confirmed-it-will-cut-20000-jobs/index.html	None	['Employment', 'Industrial relations', 'Workers rights']	Kate Lundy	Peter Martin, Peter Fray	None	Has the Liberal Party confirmed it will cut 20,000 jobs?	Tuesday, August 27, 2013 at 8:28 a.m.	None
53	Says the Coalition’s $22 billion paid parental leave scheme costs more than the Commonwealth spends on childcare or the NBN every year.	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/26/kevin-rudd/childcare-versus-paid-parental-leave-which-would-c/index.html	None	['Budget', 'Parental Leave']	Kevin Rudd	Michael Koziol, Peter Fray	None	Childcare versus paid parental leave - which would cost more?	Monday, August 26, 2013 at 10:46 p.m.	None
54	Tony Abbott’s electorate boasts the suburb/municipality with the highest proportion of women earning more than $100,000, giving them the greatest benefit of his paid parental leave scheme.	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/26/jenny-macklin/abbott-looking-after-his-own-paid-parental-leave-l/index.html	None	['Parental Leave']	Jenny  Macklin	Ellie Harvey, Jack Fisher, Peter Fray	None	Is Abbott looking after his own? Paid parental leave for the Liberal elite	Monday, August 26, 2013 at 4:45 p.m.	None
55	"Forty-seven per cent of people who will vote in September are aged 50 years and over."	True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/26/national-seniors-australia/seniors-politicians-ignore-them-their-perile-them/index.html	None	['Aged', 'Pension']	National Seniors Australia	Chris Pash, Peter Fray	None	Seniors: Politicians ignore them at their peril	Monday, August 26, 2013 at 3:54 p.m.	None
56	The Fraser Government established the Great Barrier Reef National Park.	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/26/tony-abbott/no-drills-reef-thanks-malcolm/index.html	None	['Environment']	Tony Abbott	Jonathan Pearlman, Peter Fray	None	Drills off the reef: thanks, Malcolm Fraser	Monday, August 26, 2013 at 11:01 a.m.	None
57	Says political candidates increasingly are drawn from "party hacks", "union officials" and "vested interest groups".	True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/23/chris-everyman/Hail-Chris-man-spoke-truth-to-power/index.html	None	['Candidates']	Chris  Everyman	David Humphries, Alexia Attwood, Peter Fray	None	Hail Chris 'Everyman': the man who spoke truth to power	Friday, August 23, 2013 at 3:35 p.m.	None
58	"Australia changed its Extradition Act just over a year ago to make it easier to extradite Australians to the United States for so-called political crimes."	Half-True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/23/julian-assange/sydney-sing-sing-extraditing-julian-assange/index.html	None	['Terrorism']	Julian Assange	Michael Koziol, Peter Fray	None	From Sydney to Sing Sing: extraditing Julian Assange	Friday, August 23, 2013 at 2:46 p.m.	None
59	Australia is "borrowing 86 per cent of our gross debt from the rest of the world".	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/23/joe-hockey/debt-wars-Labor-selling-off-foreigners-Hockey/index.html	None	['Budget', 'Debt']	Joe Hockey	Chris Pash, Peter Fray	None	Debt wars, part IV: Labor's selling out the country to foreigners, says Hockey	Friday, August 23, 2013 at 1:04 p.m.	None
60	Labor website is "a snapshot of the cuts we know Tony Abbott plans to make should he be elected".	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/23/penny-wong/cuts-costs-and-con-jobs-another-day-election-2013/index.html	None	['Campaign ads', 'Cost of living', 'Economy', 'Education', 'Employment', 'Health', 'Industrial relations']	Penny Wong	Peter Martin, Peter Fray	None	Cuts, costs and con-jobs: another day in election 2013	Friday, August 23, 2013 at 12:54 p.m.	None
61	"We are heading towards 800,000 Australians without a job."	Mostly True	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/15/andrew-robb/employment-paradox-more-work-yet-more-out/index.html	None	['Economy', 'Employment']	Andrew Robb	Peter Martin, Peter Fray	None	The employment paradox: more in work, yet more out	Thursday, August 15, 2013 at 9:14 a.m.	None
62	"The Federal Coalition wants to privatise public health care. Just like America."	Pants on Fire!	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/14/nsw-nurses-and-midwives-association/does-coalition-want-privatise-health-care-like-US/index.html	None	['Health']	NSW Nurses and Midwives' Association	Jonathan Pearlman, Peter Fray	None	Does the Federal Coalition want to privatise public health care like in the US?	Wednesday, August 14, 2013 at 6:15 p.m.	None
63	Says the Independent Public School system in Western Australia is achieving "extraordinary results" and demonstrates the value of school autonomy.	Mostly False	http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/14/christopher-pyne/does-school-autonomy-beget-student-results/index.html	None	['Education']	Christopher Pyne	Michael Koziol, Peter Fray	None	Does school autonomy beget student results?	Wednesday, August 14, 2013 at 5:07 p.m.	None
